0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
0.8093,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0446,0.7827,0.0051,0.0688,87.9643,268.8499,1,1,1	0.0447,0.8277,0.0041,0.0688,87.9646,273.8044,1,1,1	-0.0297,0.7828,0.0025,1.3289,272.4633,89.7035,1,1,1	-0.0564,0.4245,0.0502,359.8548,272.2785,106.1913,1,1,1	-0.0919,0.1028,-0.0353,0.0068,253.2255,89.3845,1,1,1	-0.1234,0.0161,0.0692,359.1153,253.2745,354.319,1,1,1	0.1189,0.7827,0.0078,354.3696,273.9498,89.3918,1,1,1	0.1217,0.4251,0.0517,355.1309,287.4739,105.3399,1,1,1	0.098,0.1032,-0.0368,0.1521,306.6434,90.3368,1,1,1	0.1642,0.0184,0.0518,2.1797,306.4499,348.7608,1,1,1	0.0454,0.9758,-0.0118,359.8598,89.2372,282.5367,1,1,1	0.045,1.1045,-0.006,0.1081,90.782,282.1746,1,1,1	0.0454,1.2334,-0.001,0.1081,90.782,267.1746,1,1,1	0.046,1.3259,0.0356,2.7958,105.6421,269.9417,1,1,1	0.0193,1.2334,-0.0006,292.6837,53.1022,127.8043,1,1,1	-0.0884,1.1672,-0.0095,289.2842,318.0197,241.8842,1,1,1	-0.1225,0.9273,-0.0522,296.6314,340.2017,230.693,1,1,1	-0.1409,0.7667,-0.0525,15.6942,13.5335,179.7199,1,1,1	0.0714,1.2333,-0.0013,70.8754,134.8558,135.0118,1,1,1	0.1735,1.159,-0.012,66.14,217.4314,224.5332,1,1,1	0.2035,0.9284,-0.0924,63.2986,210.4737,226.8874,1,1,1	0.2251,0.7684,-0.0998,334.2279,174.8739,190.5379,1,1,1
0.8642,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0439,0.7826,0.0056,0.1634,88.417,268.8548,1,1,1	0.044,0.8276,0.0046,0.1635,88.4173,273.8093,1,1,1	-0.0305,0.7828,0.0036,1.6175,273.4176,89.3087,1,1,1	-0.0547,0.4239,0.0492,359.9868,272.9616,106.2012,1,1,1	-0.0905,0.1019,-0.0359,359.9505,253.2448,89.5148,1,1,1	-0.1221,0.0155,0.0688,359.0602,253.2917,354.457,1,1,1	0.1182,0.7824,0.0077,354.4981,274.1953,89.4033,1,1,1	0.122,0.4248,0.0516,355.2714,287.4152,105.3808,1,1,1	0.0992,0.1029,-0.037,0.3051,306.5721,90.3005,1,1,1	0.1654,0.018,0.0515,2.3238,306.3791,348.7744,1,1,1	0.0449,0.9756,-0.0113,359.8038,89.7294,282.3203,1,1,1	0.0444,1.1044,-0.006,0.0878,91.3023,282.0545,1,1,1	0.0447,1.2332,-0.0012,0.0878,91.3023,267.0545,1,1,1	0.0457,1.3259,0.0352,3.1221,106.8303,269.4765,1,1,1	0.0187,1.2333,-0.0006,292.5881,53.8097,127.6013,1,1,1	-0.0891,1.167,-0.0084,289.0855,318.4146,241.9261,1,1,1	-0.1241,0.927,-0.0501,296.4552,340.8753,230.4819,1,1,1	-0.1428,0.7665,-0.0499,15.1461,14.2275,179.6498,1,1,1	0.0707,1.2332,-0.0018,71.0531,135.0975,134.8101,1,1,1	0.1727,1.1588,-0.0131,65.9074,217.6187,224.5263,1,1,1	0.2018,0.9283,-0.0942,63.3382,211.2641,227.8281,1,1,1	0.2225,0.7681,-0.101,334.4089,174.7129,191.2738,1,1,1
0.9417,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0413,0.7824,0.0062,0.1507,89.3626,268.8137,1,1,1	0.0414,0.8274,0.0052,0.1507,89.3628,273.7682,1,1,1	-0.033,0.7826,0.0054,2.1497,275.0276,88.8382,1,1,1	-0.0529,0.423,0.0485,0.2432,274.0499,106.0776,1,1,1	-0.0889,0.101,-0.0367,359.9531,253.2716,89.5478,1,1,1	-0.1205,0.0146,0.068,359.0546,253.3188,354.443,1,1,1	0.1157,0.7822,0.007,354.7755,274.5915,89.4282,1,1,1	0.1215,0.4246,0.051,355.5842,287.1881,105.5742,1,1,1	0.101,0.1024,-0.0372,0.4242,306.4388,90.2128,1,1,1	0.1671,0.0173,0.0513,2.4251,306.2462,348.7877,1,1,1	0.042,0.9754,-0.0109,0.0324,90.6088,282.1093,1,1,1	0.0421,1.1042,-0.006,0.1333,92.0457,281.7518,1,1,1	0.0426,1.2331,-0.0019,0.1333,92.0457,266.7518,1,1,1	0.0441,1.3259,0.0339,3.2223,108.3344,269.2082,1,1,1	0.0166,1.2331,-0.0009,292.4344,55.1619,126.9298,1,1,1	-0.0913,1.1669,-0.0071,288.5672,318.5983,242.2005,1,1,1	-0.1278,0.9267,-0.0466,295.8736,341.4481,230.1932,1,1,1	-0.1474,0.7664,-0.0449,14.9651,14.8799,180.6056,1,1,1	0.0686,1.233,-0.0028,71.4584,135.1843,134.2976,1,1,1	0.1702,1.1582,-0.0146,65.6947,218.5509,225.1568,1,1,1	0.1975,0.9276,-0.096,63.6764,213.2555,229.9155,1,1,1	0.2165,0.7672,-0.1006,334.9686,174.6567,192.3335,1,1,1
0.9939,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0385,0.7823,0.0068,0.1118,90.0097,268.7275,1,1,1	0.0386,0.8273,0.0057,0.1119,90.0099,273.682,1,1,1	-0.0358,0.7825,0.0068,2.5773,275.9944,88.5743,1,1,1	-0.0525,0.4224,0.0483,0.513,274.6406,105.9729,1,1,1	-0.0879,0.1004,-0.0373,0.023,253.282,89.5543,1,1,1	-0.1194,0.0141,0.0675,359.1143,253.3301,354.3913,1,1,1	0.1129,0.7822,0.0068,355.0624,274.9279,89.4483,1,1,1	0.1208,0.4246,0.0507,355.8681,287.0785,105.7511,1,1,1	0.1023,0.1021,-0.0371,0.4932,306.3606,90.1712,1,1,1	0.1682,0.0169,0.0513,2.4726,306.1707,348.8697,1,1,1	0.0389,0.9753,-0.0106,0.162,91.2212,281.8866,1,1,1	0.0394,1.1041,-0.0062,0.2295,92.6179,281.5154,1,1,1	0.04,1.233,-0.0027,0.2295,92.6179,266.5154,1,1,1	0.042,1.326,0.0328,3.1269,109.2958,269.1676,1,1,1	0.014,1.2331,-0.0015,292.3467,56.3962,126.2604,1,1,1	-0.094,1.167,-0.0061,288.325,319.5777,242.5451,1,1,1	-0.1316,0.9267,-0.0438,295.6258,342.4738,230.5611,1,1,1	-0.151,0.7663,-0.0408,15.0052,15.9845,182.5363,1,1,1	0.066,1.2329,-0.0038,71.7909,135.3302,133.9724,1,1,1	0.1674,1.1577,-0.016,65.6263,219.6584,225.8363,1,1,1	0.1929,0.9268,-0.0971,63.9225,214.9244,231.2404,1,1,1	0.2109,0.7662,-0.1004,335.3191,175.0342,192.7967,1,1,1
1.0471,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0348,0.7823,0.0076,0.119,90.5107,268.6589,1,1,1	0.0349,0.8272,0.0064,0.119,90.5109,273.6134,1,1,1	-0.0395,0.7824,0.0082,3.0311,276.6722,88.3663,1,1,1	-0.053,0.422,0.0483,0.8723,274.9754,105.9024,1,1,1	-0.087,0.0999,-0.0376,0.1203,253.2802,89.5647,1,1,1	-0.1183,0.0136,0.0672,359.2,253.3293,354.3359,1,1,1	0.1092,0.7821,0.0069,355.4188,275.2029,89.4742,1,1,1	0.1195,0.4246,0.0507,356.2185,286.9565,105.9131,1,1,1	0.1033,0.1019,-0.0368,0.5873,306.2937,90.1316,1,1,1	0.1693,0.0166,0.0516,2.5365,306.1083,349.0041,1,1,1	0.0351,0.9752,-0.01,0.1405,91.7894,281.616,1,1,1	0.0355,1.1041,-0.0063,0.3081,93.2843,281.2743,1,1,1	0.0364,1.2329,-0.0034,0.3081,93.2843,266.2743,1,1,1	0.0389,1.3261,0.0317,2.9965,110.1412,269.0244,1,1,1	0.0104,1.2331,-0.0018,292.2383,57.7496,125.5863,1,1,1	-0.0977,1.167,-0.0048,288.0221,320.2056,243.0132,1,1,1	-0.1364,0.9266,-0.0403,295.2999,343.6638,230.8154,1,1,1	-0.1557,0.7662,-0.0359,14.6592,17.7307,183.8371,1,1,1	0.0624,1.2328,-0.0048,72.0821,135.5518,133.5866,1,1,1	0.1634,1.1574,-0.0176,65.6176,220.9169,226.5591,1,1,1	0.1871,0.9261,-0.0983,64.1168,216.4517,232.3784,1,1,1	0.2043,0.7654,-0.1004,335.7838,175.3362,193.201,1,1,1
1.0976,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0306,0.7822,0.0084,0.1147,90.9338,268.5773,1,1,1	0.0306,0.8272,0.0072,0.1147,90.934,273.5318,1,1,1	-0.0438,0.7824,0.0096,3.4466,277.0052,88.2235,1,1,1	-0.0545,0.4217,0.0485,1.2829,274.985,105.8472,1,1,1	-0.0862,0.0995,-0.0379,0.2155,253.2621,89.5986,1,1,1	-0.1175,0.0132,0.067,359.2849,253.3116,354.3114,1,1,1	0.1049,0.7821,0.0072,355.7724,275.3257,89.4877,1,1,1	0.1176,0.4245,0.0508,356.608,286.7243,106.0691,1,1,1	0.104,0.1017,-0.0365,0.7016,306.2384,90.0938,1,1,1	0.17,0.0163,0.0518,2.6201,306.0576,349.1428,1,1,1	0.0307,0.9752,-0.0095,0.0783,92.3052,281.359,1,1,1	0.031,1.104,-0.0063,0.3394,93.9119,281.1078,1,1,1	0.0319,1.2329,-0.0037,0.3395,93.9118,266.1078,1,1,1	0.0348,1.3261,0.031,2.9186,110.7772,268.8765,1,1,1	0.0059,1.233,-0.0019,292.1253,58.918,125.1082,1,1,1	-0.1022,1.167,-0.0033,287.7944,320.6311,243.5179,1,1,1	-0.1416,0.9264,-0.0371,295.015,344.5594,231.1057,1,1,1	-0.1606,0.766,-0.0314,14.4765,19.1183,184.53,1,1,1	0.0579,1.2327,-0.0055,72.255,135.8287,133.2616,1,1,1	0.1587,1.1572,-0.0191,65.6589,221.9965,227.0685,1,1,1	0.181,0.9256,-0.0993,64.2649,217.575,233.0625,1,1,1	0.1978,0.7649,-0.1007,336.2463,175.7003,193.204,1,1,1
1.1508,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0251,0.7822,0.0093,0.1169,91.3516,268.4983,1,1,1	0.0252,0.8271,0.008,0.117,91.3519,273.4528,1,1,1	-0.0492,0.7823,0.011,3.8873,277.1758,88.1038,1,1,1	-0.0572,0.4215,0.0489,1.7667,274.7995,105.7927,1,1,1	-0.0859,0.0991,-0.0382,0.3226,253.2137,89.6325,1,1,1	-0.1171,0.0129,0.0668,359.3825,253.2636,354.2914,1,1,1	0.0995,0.782,0.0075,356.1644,275.3341,89.4874,1,1,1	0.1145,0.4245,0.0509,357.0775,286.3536,106.2302,1,1,1	0.1044,0.1015,-0.0363,0.7988,306.1766,90.0605,1,1,1	0.1704,0.0161,0.0519,2.6825,306.0013,349.3094,1,1,1	0.0251,0.9751,-0.0089,359.9539,92.8075,281.1727,1,1,1	0.0251,1.1039,-0.0061,0.4203,94.5679,280.8964,1,1,1	0.0262,1.2328,-0.0041,0.4203,94.5679,265.8964,1,1,1	0.0297,1.3262,0.0303,2.8364,111.1464,268.6125,1,1,1	0.0003,1.233,-0.0019,292.0576,60.1375,124.5209,1,1,1	-0.1079,1.167,-0.0018,287.536,321.0001,243.9729,1,1,1	-0.148,0.9263,-0.0338,294.7054,345.4668,231.3025,1,1,1	-0.1669,0.766,-0.0268,14.2446,20.4301,184.8051,1,1,1	0.0522,1.2326,-0.0061,72.464,136.1608,132.9266,1,1,1	0.1528,1.1569,-0.0205,65.7296,223.2392,227.6667,1,1,1	0.1736,0.9249,-0.1001,64.3756,218.6626,233.6292,1,1,1	0.19,0.7642,-0.1011,336.708,176.1629,192.9517,1,1,1
1.2066,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0194,0.7821,0.0098,0.1119,91.7999,268.4339,1,1,1	0.0195,0.8271,0.0085,0.1119,91.8001,273.3884,1,1,1	-0.0549,0.7823,0.0122,4.3276,277.3264,88.0295,1,1,1	-0.0601,0.4213,0.0492,2.2577,274.565,105.7352,1,1,1	-0.0857,0.0988,-0.0385,0.4108,253.1496,89.6613,1,1,1	-0.1169,0.0127,0.0665,359.4625,253.1999,354.2733,1,1,1	0.0938,0.782,0.0075,356.5477,275.2647,89.5027,1,1,1	0.1112,0.4245,0.0508,357.5675,285.8855,106.4181,1,1,1	0.1047,0.1013,-0.0363,0.8591,306.1138,90.022,1,1,1	0.1706,0.0159,0.0519,2.7079,305.9438,349.4715,1,1,1	0.0192,0.975,-0.0085,359.8747,93.2814,281.0378,1,1,1	0.0191,1.1039,-0.0061,0.4773,95.1238,280.7559,1,1,1	0.0203,1.2328,-0.0043,0.4773,95.1237,265.7559,1,1,1	0.0242,1.3262,0.0298,2.7525,110.4947,268.2968,1,1,1	-0.0056,1.233,-0.002,292.0276,61.0023,124.1606,1,1,1	-0.1138,1.1671,-0.0006,287.3767,321.1923,244.3416,1,1,1	-0.1543,0.9263,-0.0315,294.4851,346.0194,231.4791,1,1,1	-0.173,0.766,-0.0236,13.9374,21.3055,184.6936,1,1,1	0.0463,1.2325,-0.0066,72.5806,136.4967,132.6805,1,1,1	0.1467,1.1567,-0.0219,65.7871,224.3177,228.093,1,1,1	0.1662,0.9245,-0.101,64.4112,219.4508,233.796,1,1,1	0.1824,0.7637,-0.102,337.0065,176.7604,192.4037,1,1,1
1.3026,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0113,0.782,0.0103,0.098,92.4877,268.3918,1,1,1	0.0113,0.827,0.0089,0.0981,92.4879,273.3463,1,1,1	-0.063,0.7822,0.0135,4.983,277.591,88.0069,1,1,1	-0.0639,0.4211,0.05,2.9792,274.2379,105.661,1,1,1	-0.0851,0.0986,-0.0386,0.4914,253.0617,89.7165,1,1,1	-0.1163,0.0125,0.0665,359.5329,253.1121,354.2708,1,1,1	0.0856,0.7819,0.0071,357.1692,275.4051,89.5648,1,1,1	0.107,0.4246,0.0504,358.2574,285.422,106.7454,1,1,1	0.1054,0.1011,-0.036,0.8992,306.0249,89.9584,1,1,1	0.1712,0.0155,0.0521,2.6989,305.8618,349.6902,1,1,1	0.0108,0.9749,-0.0082,359.8383,93.9316,280.9163,1,1,1	0.0106,1.1038,-0.006,0.4491,95.7549,280.5667,1,1,1	0.0118,1.2327,-0.0047,0.4491,95.7549,265.5667,1,1,1	0.0159,1.3263,0.0291,2.7979,106.3948,268.0133,1,1,1	-0.0141,1.2329,-0.002,291.9064,61.877,123.8446,1,1,1	-0.1223,1.1669,0.0006,287.2457,321.0995,245.0787,1,1,1	-0.1627,0.9259,-0.0288,294.2527,346.3823,231.8974,1,1,1	-0.181,0.7656,-0.02,13.4072,22.0521,183.966,1,1,1	0.0377,1.2325,-0.0072,72.6137,136.5384,132.0263,1,1,1	0.138,1.1568,-0.0235,65.9876,225.6005,228.5792,1,1,1	0.1564,0.9242,-0.1018,64.4516,220.0233,233.5471,1,1,1	0.173,0.7635,-0.1031,337.3852,177.5643,191.3636,1,1,1
1.3636,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0028,0.782,0.0104,0.0859,93.1906,268.4207,1,1,1	0.0028,0.8269,0.0091,0.086,93.1908,273.3752,1,1,1	-0.0714,0.7821,0.0146,5.6575,277.719,88.0484,1,1,1	-0.068,0.421,0.0507,3.7653,273.7422,105.5686,1,1,1	-0.084,0.0985,-0.0389,0.5166,252.9895,89.7705,1,1,1	-0.1154,0.0125,0.0663,359.5492,253.0398,354.2746,1,1,1	0.0771,0.7819,0.0063,357.8817,275.6876,89.6798,1,1,1	0.1032,0.4248,0.0498,358.9769,285.0739,107.1425,1,1,1	0.1067,0.101,-0.0356,0.9103,305.9404,89.8745,1,1,1	0.1722,0.0152,0.0526,2.6622,305.7833,349.8807,1,1,1	0.0021,0.9749,-0.0079,359.8254,94.5262,280.9462,1,1,1	0.0019,1.1037,-0.0057,0.3022,96.2148,280.4752,1,1,1	0.0027,1.2326,-0.0046,0.3022,96.2148,265.4752,1,1,1	0.0068,1.3263,0.029,2.8399,100.3944,267.9714,1,1,1	-0.0232,1.2328,-0.0017,291.7553,62.1412,123.9584,1,1,1	-0.1312,1.1665,0.0017,287.1653,320.6776,245.6774,1,1,1	-0.1712,0.9254,-0.0269,294.114,346.4753,232.0148,1,1,1	-0.1895,0.7651,-0.0176,13.4587,22.3764,183.3128,1,1,1	0.0286,1.2325,-0.0073,72.3918,136.4404,131.3083,1,1,1	0.1292,1.1574,-0.0246,66.2032,226.3907,229.0056,1,1,1	0.1471,0.9244,-0.1019,64.2627,219.8805,232.9736,1,1,1	0.1639,0.7637,-0.1042,337.7957,178.1332,190.5542,1,1,1
1.4168,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	-0.0019,0.7819,0.0104,0.0832,93.5112,268.4587,1,1,1	-0.0019,0.8269,0.009,0.0833,93.5114,273.4132,1,1,1	-0.0761,0.782,0.0149,6.0265,277.6688,88.0993,1,1,1	-0.0704,0.421,0.051,4.2218,273.3745,105.5144,1,1,1	-0.0833,0.0985,-0.0391,0.5117,252.9593,89.7883,1,1,1	-0.1147,0.0126,0.0661,359.54,253.0098,354.268,1,1,1	0.0723,0.7818,0.0058,358.3033,275.8464,89.735,1,1,1	0.1012,0.425,0.0493,359.3828,284.9128,107.3625,1,1,1	0.1074,0.101,-0.0354,0.91,305.901,89.8253,1,1,1	0.1729,0.0151,0.0527,2.6378,305.7467,349.9698,1,1,1	-0.0027,0.9748,-0.0079,359.7763,94.7804,281.0243,1,1,1	-0.003,1.1037,-0.0055,0.2027,96.397,280.5311,1,1,1	-0.0024,1.2326,-0.0042,0.2027,96.397,265.5311,1,1,1	0.0017,1.3262,0.0295,2.4935,97.7276,268.1863,1,1,1	-0.0283,1.2327,-0.0012,291.7147,61.9775,124.2828,1,1,1	-0.1362,1.1662,0.0023,287.2005,320.7489,245.7214,1,1,1	-0.1761,0.9251,-0.0263,294.1925,346.6573,231.9041,1,1,1	-0.1945,0.7648,-0.0172,13.7444,22.4449,183.3404,1,1,1	0.0234,1.2325,-0.007,72.1305,136.548,131.1069,1,1,1	0.1242,1.1578,-0.025,66.2694,226.5558,229.2773,1,1,1	0.1422,0.9247,-0.1018,63.9682,219.4326,232.6191,1,1,1	0.1588,0.764,-0.1049,337.9656,178.2189,190.3447,1,1,1
1.4711,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	-0.0067,0.7819,0.0102,0.0825,93.751,268.5185,1,1,1	-0.0067,0.8269,0.0089,0.0826,93.7512,273.473,1,1,1	-0.0809,0.782,0.0151,6.4076,277.5498,88.1744,1,1,1	-0.0728,0.4211,0.0513,4.6985,272.9748,105.4682,1,1,1	-0.0824,0.0987,-0.0393,0.5039,252.9425,89.8025,1,1,1	-0.1139,0.0128,0.0659,359.5283,252.9931,354.2598,1,1,1	0.0675,0.7818,0.0053,358.7138,275.8452,89.7752,1,1,1	0.099,0.4251,0.0488,359.8099,284.634,107.5705,1,1,1	0.1082,0.101,-0.0354,0.9077,305.8719,89.792,1,1,1	0.1737,0.0151,0.0528,2.6083,305.7213,350.0925,1,1,1	-0.0076,0.9748,-0.0079,359.6857,94.9723,281.1103,1,1,1	-0.0081,1.1037,-0.0052,0.038,96.5249,280.632,1,1,1	-0.0078,1.2326,-0.0037,0.038,96.5249,265.632,1,1,1	-0.0039,1.3261,0.0302,1.933,95.8799,268.5242,1,1,1	-0.0337,1.2326,-0.0006,291.6354,61.6338,124.779,1,1,1	-0.1413,1.1659,0.0029,287.2841,320.7701,245.7902,1,1,1	-0.1811,0.9247,-0.0258,294.3238,346.8806,231.8333,1,1,1	-0.1994,0.7644,-0.017,14.0559,22.7115,183.4026,1,1,1	0.0181,1.2326,-0.0066,71.7453,136.5448,130.8211,1,1,1	0.1192,1.1585,-0.0253,66.4084,226.5258,229.5489,1,1,1	0.1376,0.9252,-0.1013,63.6525,218.6688,232.1394,1,1,1	0.1541,0.7645,-0.1054,338.1494,178.1342,190.3809,1,1,1
1.523,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	-0.0113,0.7819,0.01,0.0757,93.9042,268.5814,1,1,1	-0.0113,0.8268,0.0088,0.0758,93.9044,273.5359,1,1,1	-0.0855,0.782,0.0151,6.7746,277.3949,88.2664,1,1,1	-0.0751,0.4212,0.0516,5.1559,272.5953,105.4255,1,1,1	-0.0816,0.0988,-0.0394,0.494,252.947,89.8267,1,1,1	-0.1131,0.013,0.0658,359.515,252.9976,354.265,1,1,1	0.0629,0.7818,0.0049,359.0623,275.5747,89.7745,1,1,1	0.0963,0.4252,0.0484,0.2432,284.1436,107.7395,1,1,1	0.1089,0.1011,-0.0354,0.8902,305.8573,89.7881,1,1,1	0.1743,0.0151,0.0527,2.5608,305.7119,350.2616,1,1,1	-0.0123,0.9748,-0.0078,359.5869,95.1069,281.1917,1,1,1	-0.0129,1.1037,-0.005,359.8119,96.59,280.7725,1,1,1	-0.0131,1.2326,-0.0031,359.8119,96.59,265.7725,1,1,1	-0.0095,1.326,0.0311,1.2104,94.9132,268.8634,1,1,1	-0.039,1.2325,0,291.5267,61.0737,125.4525,1,1,1	-0.1464,1.1653,0.0035,287.4623,320.9392,245.8326,1,1,1	-0.1857,0.9241,-0.0256,294.5372,346.9986,231.9753,1,1,1	-0.2037,0.7638,-0.0173,14.34,22.9948,184.0588,1,1,1	0.0127,1.2326,-0.006,71.2505,136.3952,130.4387,1,1,1	0.1143,1.1595,-0.0255,66.6307,226.2199,229.6307,1,1,1	0.1338,0.9259,-0.1006,63.3925,217.5709,231.4475,1,1,1	0.1506,0.7653,-0.1057,338.4788,177.9589,190.1304,1,1,1
1.5739,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	-0.0152,0.7819,0.0098,0.0576,93.9884,268.6481,1,1,1	-0.0153,0.8268,0.0087,0.0577,93.9887,273.6026,1,1,1	-0.0894,0.7819,0.015,7.0949,277.2493,88.3625,1,1,1	-0.0771,0.4213,0.0519,5.55,272.2914,105.3931,1,1,1	-0.0809,0.099,-0.0394,0.4924,252.975,89.8599,1,1,1	-0.1123,0.0132,0.0659,359.5108,253.0253,354.2835,1,1,1	0.059,0.7818,0.0047,359.3381,275.1675,89.7504,1,1,1	0.0938,0.4253,0.048,0.6286,283.5771,107.8646,1,1,1	0.1095,0.1012,-0.0355,0.8607,305.855,89.8135,1,1,1	0.1748,0.0153,0.0528,2.5037,305.715,350.4465,1,1,1	-0.0163,0.9748,-0.0078,359.473,95.1721,281.2767,1,1,1	-0.0172,1.1037,-0.0047,359.5982,96.5871,280.872,1,1,1	-0.0178,1.2326,-0.0025,359.5982,96.5871,265.8719,1,1,1	-0.0145,1.326,0.0318,0.4185,94.5211,268.9815,1,1,1	-0.0437,1.2324,0.0005,291.4153,60.506,126.0387,1,1,1	-0.1509,1.1648,0.0038,287.647,321.1059,245.8787,1,1,1	-0.1898,0.9236,-0.0257,294.7356,346.9084,232.2305,1,1,1	-0.2073,0.7632,-0.0178,14.5901,22.9434,184.6295,1,1,1	0.008,1.2328,-0.0054,70.7951,136.1152,129.9954,1,1,1	0.1101,1.1604,-0.0255,66.9049,225.8348,229.6831,1,1,1	0.131,0.9267,-0.0996,63.2229,216.4024,230.7921,1,1,1	0.1481,0.7661,-0.1054,338.8243,177.7293,189.4815,1,1,1
