0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
0.6888,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0439,0.7831,0.0034,359.7304,87.6392,268.8342,1,1,1	0.0438,0.828,0.0024,359.7305,87.6394,273.7887,1,1,1	-0.0304,0.7827,0.0004,0.551,269.3773,91.0112,1,1,1	-0.0645,0.4263,0.0546,359.9051,269.5309,106.2898,1,1,1	-0.0956,0.1048,-0.0318,0.0132,253.2997,88.2335,1,1,1	-0.1264,0.0159,0.071,359.1016,253.3692,353.0457,1,1,1	0.1182,0.7834,0.0065,354.2496,273.6038,89.4905,1,1,1	0.1201,0.4259,0.0511,354.9984,287.3747,105.4294,1,1,1	0.0959,0.1039,-0.0368,359.7294,306.7292,90.2093,1,1,1	0.1616,0.0188,0.0519,1.7696,306.5286,348.5591,1,1,1	0.0437,0.9761,-0.0136,0.4477,88.6134,283.4088,1,1,1	0.0445,1.1047,-0.0058,0.0188,89.6631,282.6715,1,1,1	0.0445,1.2335,0.0003,0.0188,89.6631,267.6715,1,1,1	0.0444,1.3258,0.0377,2.1554,103.8217,270.6141,1,1,1	0.0185,1.2335,0.0002,292.9521,50.8317,128.9872,1,1,1	-0.0889,1.1673,-0.0116,289.4433,316.7925,241.2828,1,1,1	-0.1219,0.9275,-0.0563,296.7213,338.4832,230.3146,1,1,1	-0.1405,0.767,-0.0577,16.872,11.6412,179.5422,1,1,1	0.0706,1.2335,0.0005,70.2324,134.4722,135.6171,1,1,1	0.1733,1.1599,-0.0093,65.9406,216.3393,225.391,1,1,1	0.2042,0.9289,-0.0884,62.6436,208.5683,227.4442,1,1,1	0.2247,0.7688,-0.0962,334.7779,172.2729,191.0187,1,1,1
0.7428,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0446,0.7829,0.0044,359.888,87.732,268.8377,1,1,1	0.0445,0.8279,0.0034,359.8881,87.7322,273.7922,1,1,1	-0.0297,0.7828,0.0015,0.9143,270.8748,90.3286,1,1,1	-0.0602,0.4254,0.0523,359.8508,270.8678,106.1939,1,1,1	-0.0936,0.1038,-0.0339,0.0646,253.1954,88.9915,1,1,1	-0.1249,0.0164,0.07,359.1631,253.2516,353.8672,1,1,1	0.1189,0.7831,0.0073,354.2851,273.7946,89.4202,1,1,1	0.1211,0.4255,0.0515,355.0228,287.4933,105.3816,1,1,1	0.0968,0.1036,-0.0366,359.9361,306.6915,90.2997,1,1,1	0.1627,0.0186,0.0521,1.9721,306.495,348.6752,1,1,1	0.0449,0.9759,-0.0126,0.1453,88.852,282.9292,1,1,1	0.0451,1.1047,-0.0059,0.1318,90.1919,282.4309,1,1,1	0.0454,1.2335,-0.0003,0.1318,90.1919,267.4308,1,1,1	0.0457,1.3259,0.0367,2.4611,104.549,270.402,1,1,1	0.0194,1.2335,-0.0001,292.8826,51.9945,128.3155,1,1,1	-0.0883,1.1674,-0.0106,289.3737,317.4831,241.4074,1,1,1	-0.1219,0.9276,-0.0546,296.6836,339.3359,230.4391,1,1,1	-0.1405,0.7671,-0.0555,16.2781,12.4781,179.1882,1,1,1	0.0714,1.2334,-0.0003,70.5893,134.8103,135.4874,1,1,1	0.1738,1.1594,-0.0106,66.0875,216.9709,224.8665,1,1,1	0.2042,0.9285,-0.0904,62.9934,209.4843,226.856,1,1,1	0.2256,0.7686,-0.0982,334.3642,173.7483,190.617,1,1,1
0.7957,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0446,0.7827,0.0051,0.0673,87.9602,268.8499,1,1,1	0.0447,0.8277,0.0041,0.0674,87.9604,273.8044,1,1,1	-0.0297,0.7828,0.0025,1.3251,272.4501,89.7089,1,1,1	-0.0564,0.4245,0.0502,359.8538,272.2679,106.1911,1,1,1	-0.0919,0.1028,-0.0353,0.0077,253.2253,89.3818,1,1,1	-0.1234,0.0161,0.0692,359.1161,253.2744,354.316,1,1,1	0.1189,0.7827,0.0078,354.3684,273.9477,89.3917,1,1,1	0.1217,0.4251,0.0517,355.1295,287.4745,105.34,1,1,1	0.098,0.1032,-0.0368,0.1499,306.6441,90.3368,1,1,1	0.1642,0.0184,0.0518,2.1776,306.4506,348.7602,1,1,1	0.0454,0.9758,-0.0118,359.8617,89.2319,282.5401,1,1,1	0.0451,1.1045,-0.006,0.1084,90.7755,282.1767,1,1,1	0.0454,1.2334,-0.001,0.1084,90.7755,267.1767,1,1,1	0.046,1.3259,0.0356,2.7914,105.628,269.9475,1,1,1	0.0193,1.2334,-0.0006,292.6855,53.0917,127.8083,1,1,1	-0.0884,1.1672,-0.0096,289.2855,318.0135,241.8808,1,1,1	-0.1225,0.9273,-0.0522,296.6324,340.1924,230.6921,1,1,1	-0.1409,0.7667,-0.0525,15.7026,13.523,179.7159,1,1,1	0.0714,1.2333,-0.0013,70.8727,134.8543,135.0159,1,1,1	0.1735,1.1591,-0.012,66.1414,217.4281,224.5348,1,1,1	0.2035,0.9284,-0.0923,63.297,210.4638,226.881,1,1,1	0.2252,0.7684,-0.0998,334.2271,174.8694,190.5334,1,1,1
0.8525,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0439,0.7826,0.0056,0.1573,88.3787,268.8546,1,1,1	0.0441,0.8276,0.0046,0.1574,88.379,273.8091,1,1,1	-0.0304,0.7828,0.0035,1.5944,273.3415,89.3339,1,1,1	-0.0548,0.4239,0.0492,359.9767,272.9079,106.2019,1,1,1	-0.0906,0.102,-0.0359,359.9532,253.2434,89.5103,1,1,1	-0.1222,0.0155,0.0688,359.063,253.2904,354.4532,1,1,1	0.1183,0.7824,0.0077,354.4867,274.1733,89.4001,1,1,1	0.122,0.4248,0.0516,355.2603,287.4193,105.3754,1,1,1	0.0991,0.1029,-0.037,0.2968,306.5784,90.3046,1,1,1	0.1653,0.018,0.0515,2.3162,306.3853,348.7749,1,1,1	0.045,0.9756,-0.0113,359.8027,89.6915,282.3323,1,1,1	0.0445,1.1044,-0.006,0.0908,91.2672,282.0607,1,1,1	0.0448,1.2332,-0.0012,0.0908,91.2672,267.0607,1,1,1	0.0457,1.3259,0.0352,3.1075,106.75,269.505,1,1,1	0.0188,1.2333,-0.0006,292.5945,53.7697,127.6075,1,1,1	-0.089,1.167,-0.0085,289.1024,318.4048,241.9257,1,1,1	-0.1239,0.927,-0.0503,296.4738,340.8525,230.504,1,1,1	-0.1427,0.7665,-0.0501,15.1613,14.2115,179.6714,1,1,1	0.0708,1.2332,-0.0017,71.0439,135.0802,134.823,1,1,1	0.1728,1.1588,-0.013,65.928,217.6118,224.5223,1,1,1	0.2019,0.9283,-0.0941,63.3367,211.2093,227.7402,1,1,1	0.2228,0.7682,-0.1009,334.3883,174.7509,191.2054,1,1,1
0.9025,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0424,0.7825,0.006,0.1806,89.0126,268.8418,1,1,1	0.0425,0.8274,0.005,0.1807,89.0128,273.7963,1,1,1	-0.032,0.7827,0.0047,1.9551,274.4824,88.9877,1,1,1	-0.0534,0.4233,0.0486,0.1401,273.6947,106.1347,1,1,1	-0.0895,0.1013,-0.0364,359.9382,253.2632,89.5427,1,1,1	-0.121,0.0149,0.0683,359.0436,253.3101,354.4605,1,1,1	0.1167,0.7822,0.0073,354.6592,274.4203,89.426,1,1,1	0.1217,0.4247,0.0513,355.4651,287.2447,105.4902,1,1,1	0.1004,0.1026,-0.0371,0.3893,306.4825,90.2406,1,1,1	0.1665,0.0176,0.0513,2.3977,306.2894,348.7728,1,1,1	0.0433,0.9755,-0.011,359.9243,90.2863,282.1814,1,1,1	0.0431,1.1043,-0.006,0.0919,91.7726,281.9059,1,1,1	0.0435,1.2331,-0.0015,0.0919,91.7726,266.9059,1,1,1	0.0447,1.3259,0.0346,3.2347,107.8286,269.2317,1,1,1	0.0175,1.2332,-0.0007,292.4976,54.5404,127.3082,1,1,1	-0.0904,1.1669,-0.0075,288.805,318.5948,242.0314,1,1,1	-0.1262,0.9268,-0.0481,296.1415,341.2175,230.288,1,1,1	-0.1455,0.7664,-0.047,14.9509,14.5081,179.8446,1,1,1	0.0695,1.2331,-0.0023,71.2594,135.2339,134.5565,1,1,1	0.1713,1.1585,-0.014,65.7225,218.0503,224.7804,1,1,1	0.1993,0.928,-0.0956,63.5195,212.4261,229.1142,1,1,1	0.2189,0.7677,-0.1011,334.7676,174.5847,192.0527,1,1,1
0.9554,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0401,0.7824,0.0065,0.1256,89.6895,268.7729,1,1,1	0.0402,0.8273,0.0054,0.1257,89.6897,273.7274,1,1,1	-0.0343,0.7825,0.0061,2.3487,275.5154,88.7065,1,1,1	-0.0526,0.4227,0.0484,0.3625,274.3537,106.0249,1,1,1	-0.0884,0.1007,-0.037,359.9819,253.2778,89.5516,1,1,1	-0.1199,0.0143,0.0678,359.0788,253.3254,354.4207,1,1,1	0.1144,0.7822,0.0069,354.9066,274.7686,89.436,1,1,1	0.1213,0.4246,0.0508,355.7113,287.1462,105.6599,1,1,1	0.1016,0.1023,-0.0371,0.4561,306.3998,90.1922,1,1,1	0.1677,0.0171,0.0513,2.448,306.2082,348.8191,1,1,1	0.0406,0.9754,-0.0107,0.1114,90.9169,282.0165,1,1,1	0.0409,1.1042,-0.0061,0.1821,92.3236,281.6304,1,1,1	0.0415,1.2331,-0.0023,0.1821,92.3236,266.6303,1,1,1	0.0432,1.326,0.0334,3.1773,108.8106,269.1941,1,1,1	0.0155,1.2331,-0.0012,292.3973,55.7393,126.6054,1,1,1	-0.0925,1.1669,-0.0067,288.4694,319.1628,242.3468,1,1,1	-0.1295,0.9267,-0.0453,295.7817,341.9676,230.4046,1,1,1	-0.149,0.7663,-0.043,14.9234,15.3921,181.6384,1,1,1	0.0675,1.2329,-0.0033,71.6337,135.2221,134.12,1,1,1	0.169,1.158,-0.0152,65.6671,219.0891,225.498,1,1,1	0.1954,0.9272,-0.0965,63.8153,214.0933,230.5889,1,1,1	0.2139,0.7667,-0.1004,335.1371,174.8598,192.5384,1,1,1
1.0108,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0369,0.7823,0.0071,0.113,90.2538,268.694,1,1,1	0.037,0.8273,0.006,0.1131,90.2541,273.6485,1,1,1	-0.0374,0.7824,0.0075,2.7854,276.3486,88.4701,1,1,1	-0.0526,0.4222,0.0482,0.6667,274.8346,105.9364,1,1,1	-0.0875,0.1002,-0.0375,0.0656,253.283,89.5574,1,1,1	-0.1189,0.0138,0.0673,359.1516,253.3315,354.3643,1,1,1	0.1113,0.7821,0.0068,355.2184,275.0605,89.4604,1,1,1	0.1203,0.4246,0.0506,356.0213,287.0236,105.8267,1,1,1	0.1028,0.102,-0.0369,0.5317,306.3285,90.1531,1,1,1	0.1687,0.0168,0.0514,2.4976,306.1406,348.9289,1,1,1	0.0372,0.9753,-0.0104,0.1665,91.4814,281.7631,1,1,1	0.0377,1.1041,-0.0063,0.2706,92.9095,281.4062,1,1,1	0.0385,1.233,-0.003,0.2706,92.9095,266.4062,1,1,1	0.0407,1.326,0.0323,3.0692,109.7062,269.1129,1,1,1	0.0125,1.2331,-0.0016,292.2997,57.0142,125.9437,1,1,1	-0.0956,1.167,-0.0056,288.1785,319.8671,242.7441,1,1,1	-0.1337,0.9267,-0.0423,295.4698,343.0048,230.6607,1,1,1	-0.1531,0.7663,-0.0386,14.9105,16.7456,183.1965,1,1,1	0.0645,1.2328,-0.0043,71.9285,135.4407,133.8179,1,1,1	0.1657,1.1576,-0.0168,65.6062,220.2171,226.1659,1,1,1	0.1903,0.9265,-0.0977,64.0073,215.6435,231.7956,1,1,1	0.2079,0.7658,-0.1004,335.5165,175.1621,193.0285,1,1,1
1.0626,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.033,0.7822,0.0079,0.1161,90.7155,268.6233,1,1,1	0.0331,0.8272,0.0067,0.1161,90.7157,273.5778,1,1,1	-0.0414,0.7824,0.0089,3.2238,276.8646,88.2955,1,1,1	-0.0536,0.4219,0.0484,1.0525,275.0177,105.8754,1,1,1	-0.0866,0.0997,-0.0378,0.1635,253.2748,89.5776,1,1,1	-0.1178,0.0134,0.0671,359.2384,253.3242,354.3213,1,1,1	0.1073,0.7821,0.007,355.5793,275.2813,89.4838,1,1,1	0.1187,0.4245,0.0507,356.3891,286.8686,105.987,1,1,1	0.1037,0.1018,-0.0366,0.6392,306.2681,90.1136,1,1,1	0.1697,0.0165,0.0517,2.5745,306.0848,349.0656,1,1,1	0.0331,0.9752,-0.0098,0.1232,92.0331,281.4949,1,1,1	0.0335,1.104,-0.0063,0.317,93.5696,281.1906,1,1,1	0.0344,1.2329,-0.0036,0.317,93.5695,266.1906,1,1,1	0.0371,1.3261,0.0313,2.9635,110.4379,268.9672,1,1,1	0.0085,1.2331,-0.0019,292.1767,58.293,125.3585,1,1,1	-0.0997,1.167,-0.0041,287.9198,320.4099,243.2707,1,1,1	-0.1387,0.9265,-0.0388,295.1733,344.1031,230.978,1,1,1	-0.1578,0.7661,-0.0338,14.6647,18.4015,184.1895,1,1,1	0.0604,1.2328,-0.0051,72.1669,135.6397,133.4063,1,1,1	0.1614,1.1573,-0.0183,65.6421,221.4155,226.7985,1,1,1	0.1845,0.9258,-0.0987,64.2016,216.9958,232.7161,1,1,1	0.2014,0.7651,-0.1005,335.9965,175.5119,193.2202,1,1,1
1.1155,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0276,0.7822,0.0089,0.1172,91.1644,268.5338,1,1,1	0.0277,0.8271,0.0077,0.1172,91.1646,273.4883,1,1,1	-0.0467,0.7823,0.0105,3.6925,277.1099,88.1522,1,1,1	-0.0559,0.4216,0.0488,1.5502,274.8946,105.8182,1,1,1	-0.086,0.0993,-0.038,0.2765,253.2382,89.619,1,1,1	-0.1172,0.013,0.067,359.3405,253.2879,354.3009,1,1,1	0.102,0.782,0.0074,355.9922,275.3463,89.4879,1,1,1	0.116,0.4245,0.051,356.8651,286.5358,106.1571,1,1,1	0.1043,0.1016,-0.0363,0.7603,306.2043,90.0758,1,1,1	0.1703,0.0162,0.0519,2.6595,306.0266,349.2355,1,1,1	0.0277,0.9751,-0.0091,0.0083,92.5915,281.2421,1,1,1	0.0278,1.104,-0.0062,0.3784,94.2864,280.9827,1,1,1	0.0288,1.2329,-0.0039,0.3784,94.2864,265.9827,1,1,1	0.032,1.3262,0.0306,2.8687,111.0701,268.7388,1,1,1	0.0029,1.233,-0.0019,292.0742,59.631,124.7658,1,1,1	-0.1053,1.167,-0.0024,287.6424,320.8248,243.8075,1,1,1	-0.145,0.9263,-0.0351,294.8298,345.0664,231.2364,1,1,1	-0.164,0.766,-0.0286,14.3566,19.872,184.7323,1,1,1	0.0548,1.2327,-0.0058,72.3756,135.9922,133.0465,1,1,1	0.1555,1.157,-0.0199,65.7053,222.6881,227.4072,1,1,1	0.177,0.9252,-0.0997,64.3406,218.1976,233.4135,1,1,1	0.1935,0.7645,-0.1008,336.5225,175.9374,193.0942,1,1,1
1.1689,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0224,0.7821,0.0096,0.1144,91.5656,268.4637,1,1,1	0.0224,0.8271,0.0082,0.1145,91.5658,273.4182,1,1,1	-0.052,0.7823,0.0116,4.1009,277.2458,88.0609,1,1,1	-0.0586,0.4214,0.049,2.0055,274.6858,105.7636,1,1,1	-0.0859,0.099,-0.0384,0.3688,253.1834,89.6461,1,1,1	-0.117,0.0128,0.0666,359.4245,253.2335,354.2813,1,1,1	0.0967,0.782,0.0075,356.349,275.294,89.4907,1,1,1	0.1129,0.4245,0.0509,357.3163,286.1221,106.3167,1,1,1	0.1045,0.1014,-0.0363,0.8327,306.1461,90.0425,1,1,1	0.1705,0.016,0.0519,2.6994,305.9734,349.3893,1,1,1	0.0222,0.975,-0.0087,359.9073,93.04,281.1036,1,1,1	0.0222,1.1039,-0.0061,0.4577,94.8524,280.8244,1,1,1	0.0234,1.2328,-0.0042,0.4577,94.8524,265.8244,1,1,1	0.027,1.3262,0.03,2.7966,110.9853,268.4572,1,1,1	-0.0026,1.233,-0.0019,292.0485,60.5939,124.3229,1,1,1	-0.1108,1.1671,-0.0012,287.447,321.1492,244.1281,1,1,1	-0.1511,0.9263,-0.0326,294.593,345.8083,231.3694,1,1,1	-0.17,0.766,-0.0252,14.0664,20.9357,184.8145,1,1,1	0.0493,1.2326,-0.0063,72.5334,136.3536,132.8244,1,1,1	0.1498,1.1568,-0.0212,65.7503,223.7905,227.8965,1,1,1	0.1699,0.9247,-0.1006,64.3936,219.0906,233.7606,1,1,1	0.1862,0.7639,-0.1015,336.8682,176.4407,192.7277,1,1,1
1.2231,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0167,0.7821,0.01,0.1066,92.0225,268.4124,1,1,1	0.0168,0.827,0.0087,0.1066,92.0228,273.3669,1,1,1	-0.0576,0.7822,0.0127,4.5413,277.4113,88.0138,1,1,1	-0.0614,0.4212,0.0495,2.4929,274.4585,105.71,1,1,1	-0.0856,0.0987,-0.0386,0.4432,253.1183,89.6769,1,1,1	-0.1168,0.0126,0.0665,359.4913,253.1687,354.2687,1,1,1	0.0911,0.7819,0.0074,356.7428,275.2781,89.5186,1,1,1	0.1097,0.4246,0.0507,357.7967,285.7031,106.5213,1,1,1	0.1049,0.1013,-0.0362,0.8765,306.0841,90.0015,1,1,1	0.1707,0.0157,0.052,2.7089,305.9164,349.5454,1,1,1	0.0164,0.975,-0.0084,359.8589,93.5002,280.9853,1,1,1	0.0163,1.1039,-0.0061,0.4837,95.3518,280.6948,1,1,1	0.0175,1.2328,-0.0045,0.4837,95.3518,265.6947,1,1,1	0.0215,1.3262,0.0295,2.7245,109.6093,268.1922,1,1,1	-0.0084,1.233,-0.002,291.9996,61.3376,124.0322,1,1,1	-0.1166,1.1671,-0.0002,287.3343,321.2296,244.5663,1,1,1	-0.1571,0.9262,-0.0305,294.4135,346.2287,231.6221,1,1,1	-0.1757,0.7659,-0.0223,13.7381,21.6726,184.4732,1,1,1	0.0434,1.2325,-0.0068,72.6087,136.5752,132.514,1,1,1	0.1438,1.1567,-0.0225,65.8368,224.7775,228.2585,1,1,1	0.1628,0.9244,-0.1014,64.4282,219.7206,233.7597,1,1,1	0.1791,0.7636,-0.1024,337.1238,177.0683,192.0544,1,1,1
1.2809,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0097,0.782,0.0104,0.0957,92.6276,268.3919,1,1,1	0.0097,0.827,0.009,0.0958,92.6278,273.3464,1,1,1	-0.0646,0.7822,0.0138,5.1145,277.6332,88.011,1,1,1	-0.0647,0.4211,0.0501,3.1279,274.1587,105.6463,1,1,1	-0.0849,0.0985,-0.0387,0.5015,253.0467,89.7296,1,1,1	-0.1161,0.0125,0.0665,359.5411,253.097,354.2736,1,1,1	0.084,0.7819,0.007,357.3024,275.4567,89.5839,1,1,1	0.1063,0.4247,0.0503,358.3952,285.3506,106.8176,1,1,1	0.1056,0.1011,-0.036,0.9032,306.0078,89.9452,1,1,1	0.1714,0.0155,0.0522,2.6935,305.846,349.7316,1,1,1	0.0092,0.9749,-0.0081,359.8345,94.0555,280.9077,1,1,1	0.0089,1.1038,-0.006,0.4265,95.859,280.529,1,1,1	0.01,1.2327,-0.0047,0.4266,95.859,265.5289,1,1,1	0.0142,1.3263,0.0289,2.8501,105.2223,267.9885,1,1,1	-0.0159,1.2329,-0.002,291.8699,61.9981,123.8106,1,1,1	-0.124,1.1669,0.0008,287.2123,320.9707,245.2451,1,1,1	-0.1643,0.9258,-0.0283,294.1904,346.3148,231.9563,1,1,1	-0.1826,0.7655,-0.0193,13.2659,22.0524,183.8749,1,1,1	0.0359,1.2325,-0.0073,72.5982,136.4887,131.8504,1,1,1	0.1363,1.1569,-0.0238,66.0407,225.8086,228.6748,1,1,1	0.1546,0.9242,-0.1018,64.4478,220.0549,233.4614,1,1,1	0.1712,0.7635,-0.1032,337.475,177.682,191.1877,1,1,1
1.348,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0.0039,0.782,0.0104,0.0873,93.1077,268.4137,1,1,1	0.0039,0.8269,0.0091,0.0873,93.1079,273.3682,1,1,1	-0.0703,0.7821,0.0145,5.5734,277.7181,88.04,1,1,1	-0.0675,0.421,0.0506,3.6635,273.818,105.5818,1,1,1	-0.0842,0.0985,-0.0388,0.5167,252.9977,89.7655,1,1,1	-0.1155,0.0125,0.0663,359.5504,253.048,354.2756,1,1,1	0.0782,0.7819,0.0064,357.7879,275.6494,89.6651,1,1,1	0.1037,0.4248,0.0499,358.885,285.1132,107.0908,1,1,1	0.1065,0.101,-0.0356,0.91,305.9503,89.8866,1,1,1	0.1721,0.0153,0.0525,2.6677,305.7926,349.8596,1,1,1	0.0032,0.9749,-0.008,359.8302,94.4592,280.9315,1,1,1	0.003,1.1038,-0.0057,0.3205,96.1662,280.4736,1,1,1	0.0038,1.2327,-0.0046,0.3205,96.1662,265.4736,1,1,1	0.008,1.3263,0.029,2.8711,101.0968,267.9521,1,1,1	-0.022,1.2328,-0.0018,291.7662,62.1478,123.9132,1,1,1	-0.13,1.1666,0.0015,287.175,320.7301,245.6441,1,1,1	-0.1701,0.9254,-0.0271,294.1218,346.4359,232.0558,1,1,1	-0.1883,0.7651,-0.0178,13.4569,22.3088,183.3999,1,1,1	0.0297,1.2325,-0.0074,72.4354,136.425,131.3675,1,1,1	0.1303,1.1573,-0.0245,66.1856,226.3212,228.9465,1,1,1	0.1483,0.9244,-0.1019,64.3125,219.9368,233.049,1,1,1	0.1651,0.7637,-0.104,337.7476,178.0788,190.6403,1,1,1
1.4024,11,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	0,0,0,0,0,0,1,1,1	-0.0013,0.7819,0.0104,0.0827,93.4727,268.4523,1,1,1	-0.0013,0.8269,0.009,0.0828,93.4729,273.4068,1,1,1	-0.0755,0.782,0.0149,5.9763,277.68,88.0912,1,1,1	-0.0701,0.421,0.051,4.1591,273.4266,105.521,1,1,1	-0.0834,0.0985,-0.0391,0.5126,252.9628,89.7863,1,1,1	-0.1148,0.0126,0.0661,359.5415,253.0132,354.2691,1,1,1	0.073,0.7818,0.0059,358.2464,275.8296,89.728,1,1,1	0.1015,0.425,0.0494,359.3275,284.9369,107.3336,1,1,1	0.1073,0.101,-0.0355,0.9101,305.9058,89.8313,1,1,1	0.1728,0.0151,0.0527,2.6411,305.7511,349.9574,1,1,1	-0.0021,0.9748,-0.0079,359.7863,94.7502,281.0134,1,1,1	-0.0024,1.1037,-0.0055,0.2196,96.3755,280.5205,1,1,1	-0.0017,1.2326,-0.0042,0.2196,96.3755,265.5205,1,1,1	0.0024,1.3262,0.0294,2.5519,98.0413,268.1464,1,1,1	-0.0276,1.2327,-0.0013,291.7221,62.0099,124.2289,1,1,1	-0.1355,1.1663,0.0022,287.1908,320.7303,245.7153,1,1,1	-0.1755,0.9251,-0.0264,294.1755,346.6347,231.9132,1,1,1	-0.1938,0.7649,-0.0172,13.679,22.4556,183.3504,1,1,1	0.0241,1.2325,-0.0071,72.1728,136.5378,131.1369,1,1,1	0.1249,1.1578,-0.025,66.2577,226.5456,229.2398,1,1,1	0.1428,0.9247,-0.1018,64.0112,219.5114,232.6725,1,1,1	0.1594,0.7639,-0.1048,337.9471,178.2192,190.3523,1,1,1
